Speaker_1,Speaker_2,Utterance_1,Utterance_2,Gender_1,Gender_2,Session_1,Session_2,SubCategory_1,SubCategory_2,Recording_Type_1,Recording_Type_2
Males_NS231,Males_NS46,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS46/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Males,Session_3,Session_3,10.Questions_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Females_S27,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/S27/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Males,Females,Session_3,Session_1,2.Fixed_Sentences,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Males_NS6,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS6/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Males,Session_3,Session_3,3.Numbers,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Males_S68,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S68/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Males,Males,Session_3,Session_1,4.Common_Words_1,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Males_S5,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S5/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,4.Common_Words_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Females_S109,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/S109/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Females,Session_3,Session_3,5.Rich_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Males_S91,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S91/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,5.Rich_Words_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Males_S93,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S93/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,6.Paragraph_1,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Males_S36,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S36/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,6.Paragraph_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Males_NS225,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS225/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Males,Session_3,Session_3,7.Phonetic_Distinctive_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Males_S43,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S43/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Males,Session_3,Session_3,7.Phonetic_Distinctive_Words_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Females_S3,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/S3/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Females,Session_3,Session_3,8.Common_List,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS231,Males_NS255,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS231/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS255/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Males,Session_3,Session_3,9.Random_List,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS228,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS228/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_1,Session_3,1.SAAB_sentences_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S81,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S81/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_1,Session_2,1.SAAB_sentences_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S107,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S107/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_1,Session_2,10.Questions_1,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS1,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS1/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_1,Session_3,10.Questions_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS31,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS31/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_1,Session_3,2.Fixed_Sentences,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS7,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS7/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_1,Session_3,3.Numbers,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S50,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S50/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_1,Session_1,4.Common_Words_1,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S351,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S351/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_1,Session_2,4.Common_Words_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Females_S111,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/S111/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Females,Session_1,Session_3,5.Rich_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS26,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS26/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_1,Session_3,5.Rich_Words_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS23,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS23/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_1,Session_3,6.Paragraph_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS237,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS237/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_1,Session_3,6.Paragraph_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Females_S72,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/S72/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Females,Session_1,Session_3,7.Phonetic_Distinctive_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS259,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS259/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_1,Session_3,7.Phonetic_Distinctive_Words_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S52,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S52/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_1,Session_2,8.Common_List,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Females_NS5,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS20/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS5/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Females,Session_1,Session_1,9.Random_List,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Females_S30,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/S30/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Females,Session_2,Session_3,1.SAAB_sentences_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Females_S31,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/S31/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Females,Session_2,Session_3,1.SAAB_sentences_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS8,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS8/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,10.Questions_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S56,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S56/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,10.Questions_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS261,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS261/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,2.Fixed_Sentences,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS246,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS246/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_2,Session_1,3.Numbers,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS262,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS262/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,4.Common_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS210,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS210/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,4.Common_Words_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS2,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS2/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,5.Rich_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Females_S75,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/S75/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Females,Session_2,Session_3,5.Rich_Words_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS247,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS247/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,6.Paragraph_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S125,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S125/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,6.Paragraph_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS41,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS41/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,7.Phonetic_Distinctive_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S9,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S9/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_2,Session_2,7.Phonetic_Distinctive_Words_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS206,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS206/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_2,Session_2,8.Common_List,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S103,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S103/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_2,Session_3,9.Random_List,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS17,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS17/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_3,Session_3,1.SAAB_sentences_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S15,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S15/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_3,Session_2,1.SAAB_sentences_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS13,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS13/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_3,Session_3,10.Questions_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S66,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S66/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_3,Session_2,10.Questions_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S74,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S74/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_3,Session_1,2.Fixed_Sentences,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S106,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S106/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_3,Session_2,3.Numbers,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S100,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S100/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_3,Session_1,4.Common_Words_1,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S112,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S112/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_3,Session_2,4.Common_Words_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Females_NS10,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS10/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Females,Session_3,Session_3,5.Rich_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S78,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S78/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_3,Session_3,5.Rich_Words_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS215,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS215/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_3,Session_3,6.Paragraph_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S141,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S141/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_3,Session_2,6.Paragraph_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S64,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S64/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Males,Session_3,Session_3,7.Phonetic_Distinctive_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_S12,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S12/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_3,Session_2,7.Phonetic_Distinctive_Words_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Males_NS243,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS243/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Females,Males,Session_3,Session_2,8.Common_List,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Females_NS20,Females_NS13,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS20/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS13/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Females,Females,Session_3,Session_3,9.Random_List,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS257,Males_S70,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS257/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S70/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Males,Session_1,Session_3,1.SAAB_sentences_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS257,Males_S113,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS257/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S113/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Males,Males,Session_1,Session_1,1.SAAB_sentences_2,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Males_NS257,Males_S108,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS257/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S108/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Males,Session_1,Session_3,10.Questions_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS257,Females_NS4,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS257/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/NS4/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Females,Session_1,Session_3,10.Questions_2,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS257,Males_NS209,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS257/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/NS209/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Males,Session_1,Session_3,2.Fixed_Sentences,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
Males_NS257,Males_S31,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS257/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S31/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,3.Numbers,8.Common_List,Yamaha_Mixer,Yamaha_Mixer
Males_NS257,Females_S45,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS257/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/S45/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,Males,Females,Session_1,Session_3,4.Common_Words_1,6.Paragraph_1,Yamaha_Mixer,Yamaha_Mixer
