Gender,Session,Speaker,SubCategory,Recording_Type,Utterance_Path
Males,Session_1,S7,8.Common_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S7/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac
Males,Session_1,S7,9.Random_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S7/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac
Males,Session_1,NS8,1.SAAB_sentences_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac
Males,Session_1,NS8,1.SAAB_sentences_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac
Males,Session_1,NS8,10.Questions_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac
Males,Session_1,NS8,10.Questions_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac
Males,Session_1,NS8,2.Fixed_Sentences,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac
Males,Session_1,NS8,3.Numbers,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac
Males,Session_1,NS8,4.Common_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS8,4.Common_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS8,5.Rich_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS8,5.Rich_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS8,6.Paragraph_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac
Males,Session_1,NS8,6.Paragraph_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac
Males,Session_1,NS8,7.Phonetic_Distinctive_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS8,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS8,8.Common_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac
Males,Session_1,NS8,9.Random_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS8/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac
Males,Session_1,S8,1.SAAB_sentences_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac
Males,Session_1,S8,1.SAAB_sentences_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac
Males,Session_1,S8,10.Questions_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac
Males,Session_1,S8,10.Questions_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac
Males,Session_1,S8,2.Fixed_Sentences,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac
Males,Session_1,S8,3.Numbers,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac
Males,Session_1,S8,4.Common_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac
Males,Session_1,S8,4.Common_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac
Males,Session_1,S8,5.Rich_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac
Males,Session_1,S8,5.Rich_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac
Males,Session_1,S8,6.Paragraph_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac
Males,Session_1,S8,6.Paragraph_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac
Males,Session_1,S8,7.Phonetic_Distinctive_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac
Males,Session_1,S8,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac
Males,Session_1,S8,8.Common_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac
Males,Session_1,S8,9.Random_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S8/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac
Males,Session_1,NS9,1.SAAB_sentences_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac
Males,Session_1,NS9,1.SAAB_sentences_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac
Males,Session_1,NS9,10.Questions_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac
Males,Session_1,NS9,10.Questions_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac
Males,Session_1,NS9,2.Fixed_Sentences,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac
Males,Session_1,NS9,3.Numbers,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac
Males,Session_1,NS9,4.Common_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS9,4.Common_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS9,5.Rich_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS9,5.Rich_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS9,6.Paragraph_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac
Males,Session_1,NS9,6.Paragraph_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac
Males,Session_1,NS9,7.Phonetic_Distinctive_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS9,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS9,8.Common_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac
Males,Session_1,NS9,9.Random_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS9/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac
Males,Session_1,S9,1.SAAB_sentences_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac
Males,Session_1,S9,1.SAAB_sentences_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac
Males,Session_1,S9,10.Questions_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac
Males,Session_1,S9,10.Questions_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac
Males,Session_1,S9,2.Fixed_Sentences,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac
Males,Session_1,S9,3.Numbers,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac
Males,Session_1,S9,4.Common_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac
Males,Session_1,S9,4.Common_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac
Males,Session_1,S9,5.Rich_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac
Males,Session_1,S9,5.Rich_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac
Males,Session_1,S9,6.Paragraph_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac
Males,Session_1,S9,6.Paragraph_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac
Males,Session_1,S9,7.Phonetic_Distinctive_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac
Males,Session_1,S9,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac
Males,Session_1,S9,8.Common_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac
Males,Session_1,S9,9.Random_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S9/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac
Males,Session_1,NS10,1.SAAB_sentences_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac
Males,Session_1,NS10,1.SAAB_sentences_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac
Males,Session_1,NS10,10.Questions_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac
Males,Session_1,NS10,10.Questions_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac
Males,Session_1,NS10,2.Fixed_Sentences,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac
Males,Session_1,NS10,3.Numbers,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac
Males,Session_1,NS10,4.Common_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS10,4.Common_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS10,5.Rich_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS10,5.Rich_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS10,6.Paragraph_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac
Males,Session_1,NS10,6.Paragraph_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac
Males,Session_1,NS10,7.Phonetic_Distinctive_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS10,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS10,8.Common_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac
Males,Session_1,NS10,9.Random_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS10/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac
Males,Session_1,S10,1.SAAB_sentences_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac
Males,Session_1,S10,1.SAAB_sentences_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac
Males,Session_1,S10,10.Questions_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac
Males,Session_1,S10,10.Questions_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac
Males,Session_1,S10,2.Fixed_Sentences,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac
Males,Session_1,S10,3.Numbers,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac
Males,Session_1,S10,4.Common_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac
Males,Session_1,S10,4.Common_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac
Males,Session_1,S10,5.Rich_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac
Males,Session_1,S10,5.Rich_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac
Males,Session_1,S10,6.Paragraph_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac
Males,Session_1,S10,6.Paragraph_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac
Males,Session_1,S10,7.Phonetic_Distinctive_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac
Males,Session_1,S10,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac
Males,Session_1,S10,8.Common_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac
Males,Session_1,S10,9.Random_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S10/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac
Males,Session_1,NS11,1.SAAB_sentences_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac
Males,Session_1,NS11,1.SAAB_sentences_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac
Males,Session_1,NS11,10.Questions_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac
Males,Session_1,NS11,10.Questions_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac
Males,Session_1,NS11,2.Fixed_Sentences,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac
Males,Session_1,NS11,3.Numbers,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac
Males,Session_1,NS11,4.Common_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS11,4.Common_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS11,5.Rich_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS11,5.Rich_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS11,6.Paragraph_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac
Males,Session_1,NS11,6.Paragraph_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac
Males,Session_1,NS11,7.Phonetic_Distinctive_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS11,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac
Males,Session_1,NS11,8.Common_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac
Males,Session_1,NS11,9.Random_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS11/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac
Males,Session_1,S11,1.SAAB_sentences_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac
Males,Session_1,S11,1.SAAB_sentences_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac
Males,Session_1,S11,10.Questions_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac
Males,Session_1,S11,10.Questions_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac
Males,Session_1,S11,2.Fixed_Sentences,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac
Males,Session_1,S11,3.Numbers,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac
Males,Session_1,S11,4.Common_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac
Males,Session_1,S11,4.Common_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac
Males,Session_1,S11,5.Rich_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac
Males,Session_1,S11,5.Rich_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac
Males,Session_1,S11,6.Paragraph_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac
Males,Session_1,S11,6.Paragraph_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac
Males,Session_1,S11,7.Phonetic_Distinctive_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac
Males,Session_1,S11,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac
Males,Session_1,S11,8.Common_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac
Males,Session_1,S11,9.Random_List,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S11/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac
Males,Session_1,NS12,1.SAAB_sentences_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS12/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac
Males,Session_1,NS12,1.SAAB_sentences_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS12/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac
Males,Session_1,NS12,10.Questions_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS12/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac
Males,Session_1,NS12,10.Questions_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS12/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac
Males,Session_1,NS12,2.Fixed_Sentences,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS12/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac
Males,Session_1,NS12,3.Numbers,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS12/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac
Males,Session_1,NS12,4.Common_Words_1,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS12/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac
Males,Session_1,NS12,4.Common_Words_2,Yamaha_Mixer,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS12/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac
